ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
2021172249,ted.europa.eu/udl?uri=TED:NOTICE:172249-2021:TEXT:EN:HTML,2021,21,01-APR-21,R209.S4,0,0,N,Bundesagentur für Arbeit Regionales Einkaufszentrum Nord,,Postfach,Hannover,30147,,DE,,N,,6,,Social protection,Y,N,Y,S,DE,Y,,Y,,80400000,,,,,,1,0.01,0.01,0.01,N,OPE,,0,,,,,,1,12770786,,,N,,Oskar Kämmer Schule Gemeinnützige Bildungsgesellschaft mbH,,Schmalbachstraße 8,Braunschweig,38112,DE,N,1,REZ Nord 45ind JC Region Hannover,1,,,,1,,0.01,0.01,N,01-APR-21
2018139183,ted.europa.eu/udl?uri=TED:NOTICE:139183-2018:TEXT:EN:HTML,2018,3,29-MAR-18,R209.S2,0,0,N,Philippstiftung e. V.,,Robert-Koch-Str. 3,Immenhausen,34376,A2   ,DE,DE,N,,6,,Health,N,N,N,W,DE734,N,,N,N,45300000,45300,,45311000,Y,4,1,190445.73,190445.73,190445.73,N,OPE,,0,L,,,,N,1,8631979,,,N,N,Kieback&Peter GmbH & Co. KG,,Friedrich-Ebert-Straße 25,Kassel,34117,DE,Y,1,Gebäudeautomation,5,,0,0,0,,190445.73,190445.73,N,06-MAR-18
201832010,ted.europa.eu/udl?uri=TED:NOTICE:32010-2018:TEXT:EN:HTML,2018,3,22-JAN-18,R209.S2,0,0,N,Der Kreisausschuss des Hochtaunuskreises,,Ludwig-Erhard-Anlage 1-5,Bad Homburg v.d.Höhe,61352,A2   ,DE,DE,N,,3,,General public\services,N,N,N,W,DE718,N,,N,N,45214210,45214,,45212225,Y,4,1,4388529,4388529,4388529,N,OPE,,0,L,,,,N,1,8497526,,,N,N,Ed. Züblin AG,,Europa-Allee 50,Frankfurt,60327,DE,N,10,Rohbauarbeiten,7,,0,0,7,,4388529,4388529,N,05-JAN-18
2022666543,ted.europa.eu/udl?uri=TED:NOTICE:666543-2022:TEXT:EN:HTML,2022,3,25-NOV-22,R209.S5,0,0,N,AOK - Rheinland-Pfalz/Saarland - Die Gesundheitskasse,,Virchowstraße 30,Eisenberg,67304,,DE,,N,,6,,Health,N,N,N,U,"DEB,DEC",N,,N,N,33600000,,,,N,,1,0.01,0.01,0.01,N,OPE,,0,L,,,,N,1,15242071,,,N,N,MSD Sharp  DOHME GMBH ,, Lindenplatz 1,Haar,85540,DE,N,,Abschluss nicht exklusiver Rabattverträge nach § 130a Abs. 8 SGB V zu Arzneimitteln mit dem Wirkstoff Ertugliflozin (A10BK04) - Vertragsbeginn 01.12.2022,1,,,,,,0.01,0.01,N,08-NOV-22
2020588868,ted.europa.eu/udl?uri=TED:NOTICE:588868-2020:TEXT:EN:HTML,2020,3,02-DEC-20,R209.S3,0,0,N,"Landeshauptstadt Potsdam, Bereich Vergabemanagement",,Friedrich-Ebert-Str.79/81,Potsdam,14469,A2   ,DE,DE,N,,3,,General public\services,N,N,N,S,DE404,N,,N,N,77310000,77310,1,77300000---77310000,Y,3,3,1570479,1319731,1319731,N,OPE,,0,M,,Preis,100,N,3,12266539,1,,N,N,Ruwe GmbH,,,Berlin,,DE,N,,Am Stern,8,5,0,0,8,905809,536453,536453,N,17-NOV-20
2021280267,ted.europa.eu/udl?uri=TED:NOTICE:280267-2021:TEXT:EN:HTML,2021,3,01-JUN-21,R209.S4,0,0,N,Generalzolldirektion Zentrale Beschaffungsstelle der Bundesfinanzverwaltung,,Friedrichsring 35,Offenbach a.M.,63069,,DE,,N,,1,,Economical anf Financial Affairs,N,N,N,U,DE713,Y,,Y,N,44512000,,,,Y,,1,0.01,0.01,0.01,N,OPE,,0,L,,,,N,1,13014056,,,N,N,Quambusch Protect GmbH,,Hanröder Straße 15 b,Hessisch Lichtenau,37235,DE,Y,1,Multifunktionswerkzeug,4,4,0,1,4,,0.01,0.01,N,31-MAY-21
2020548171,ted.europa.eu/udl?uri=TED:NOTICE:548171-2020:TEXT:EN:HTML,2020,3,11-NOV-20,R209.S3,0,0,N,Hamburger Friedhöfe AöR & Hamburger Krematorium GmbH,,Fuhlsbüttler Straße 756,Hamburg,22337,A3   ,DE,DE,N,,6,,General public\services,N,N,N,U,DE600,Y,,Y,N,33970000,33970,5,33970000,N,4,8,199420,192472,192472,N,OPE,,0,M,,"Oberfläche---Preis---Stabilität, Haltbarkeit---Verarbeitung, Verarbeitbarkeit",10 %---70 %---10 %---10 %,N,8,12181241,5,,N,N,HEISO GmbH,,Unnerweg 1,Lastrup,49688,DE,Y,,Sicherheitsetiketten,3,3,0,0,3,5600,5040,5040,N,03-NOV-20
202251881,ted.europa.eu/udl?uri=TED:NOTICE:51881-2022:TEXT:EN:HTML,2022,3,26-JAN-22,R209.S5,0,0,N,München Klinik gGmbH,,Thalkirchner Straße 48,München,80337,,DE,,N,,8,,Health,N,N,N,U,DE212,Y,K,Y,N,48000000,,,,N,,1,0.01,0.01,0.01,N,OPE,Y,0,L,,,,N,1,13982871,,,N,N,SoftwareONE Deutschland GmbH,,Blochstraße 1,Leipzig,04329,DE,N,,VMware Rahmenvereinbarung (ELA),1,,,,,.01,0.01,0.01,N,10-JAN-22
2021443926,ted.europa.eu/udl?uri=TED:NOTICE:443926-2021:TEXT:EN:HTML,2021,3,31-AUG-21,R209.S4,0,0,N,Gemeinnützige Wohnungsbaugesellschaft Ingolstadt GmbH,,Minucciweg 4,Ingolstadt,85055,,DE,,N,,3,,Housing and community amenities,N,N,N,W,DE211,N,,N,N,45421141,,,,Y,,1,946800,946800,946800,N,OPE,,0,L,,,,N,1,13373541,,,N,N,Planotec Innenausbau GmbH,,Sägmeister 3,Tüßling,84577,DE,Y,,,3,3,0,0,3,,946806,946806,N,09-AUG-21
2022376199,ted.europa.eu/udl?uri=TED:NOTICE:376199-2022:TEXT:EN:HTML,2022,3,07-JUL-22,R209.S5,0,0,N,"Deutsche Bundesbank, Beschaffungszentrum",,Taunusanlage 5,Frankfurt am Main,60329,,DE,,N,,6,,Economical anf Financial Affairs,N,N,N,U,DE,Y,K,Y,N,42410000,,,50532000,N,,1,1,1,1,N,OPE,,0,M,50,Erfüllung der technischen Kriterien / Qualität der angebotenen Serviceleistung,50,N,1,14610821,,,N,N,Hovmand GmbH,,Rupert-Mayer-Straße 44,München,81379,DE,Y,21-0008224,Rahmenvereinbarung zur Beschaffung von Hebeliften zum Anheben von P-Behältern und -Containern inkl. Instandhaltung,1,1,0,0,1,,1,1,N,14-JUN-22
2021154351,ted.europa.eu/udl?uri=TED:NOTICE:154351-2021:TEXT:EN:HTML,2021,3,24-MAR-21,R209.S4,0,0,N,"Landesstraßenbaubehörde Sachsen-Anhalt (LSBB), Zentrale",,Hasselbachstraße 6,Magdeburg,39104,,DE,,N,,3,,Other,N,N,N,U,DEE0E,N,,N,N,34000000,,2,34000000,Y,,5,789559,789559,789559,N,OPE,,0,L,,,,N,5,12727834,2,,N,N,Henne Nutzfahrzeuge GmbH,,Hans-Grade-Straße 2,Wiedemar,04509,DE,Y,Z231-001-2021,1 Stück Mähkombination lt. Ziff. II.2.4),1,1,0,0,1,,83636,83636,N,15-MAR-21
2021650935,ted.europa.eu/udl?uri=TED:NOTICE:650935-2021:TEXT:EN:HTML,2021,3,15-DEC-21,R209.S5,0,0,N,Bundesanstalt Technisches Hilfswerk Regionalstelle Straubing,,Leutnerstraße 29,Straubing,94315,,DE,,N,,1,,General public\services,N,N,N,S,DE22B,Y,,Y,N,50100000,,11,50100000,N,,11,769162,670566,670566,N,OPE,,0,M,,Entfernung---Kosten,40---60,N,11,13796211,11,,N,N,Autohaus Platzer e.K.,,,Straubing,,DE,N,GSTR/302-04/W&I/2021,THW RSt Straubing,2,2,0,0,2,42000,42000,42000,N,29-NOV-21
2021339160,ted.europa.eu/udl?uri=TED:NOTICE:339160-2021:TEXT:EN:HTML,2021,3,01-JUL-21,R209.S4,0,0,N,"Landeshauptstadt München, Direktorium, Vergabestelle 1 Abt. 4",,Birkerstraße 18,München,80636,,DE,,N,,3,,General public\services,N,N,N,U,DE212,Y,A,Y,N,34330000,,2,34330000,Y,,6,0.01,0.01,0.01,N,OPE,,0,L,,,,N,20,13124973,2,,N,N,Off-Highway Powertrain Service Germany GmbH,,Hauptstraße 150,Lohmar,53797,DE,N,2.2,Werkstattleistungen und Ersatzteile für Mercedes-Benz,4,2,0,0,4,,0.01,0.01,N,22-JUN-21
202275060,ted.europa.eu/udl?uri=TED:NOTICE:75060-2022:TEXT:EN:HTML,2022,3,07-FEB-22,R209.S5,0,0,Y,EK-UNICO GmbH---Universitätsklinikum Aachen AöR---Universitätsklinikum Bonn AöR---Universitätsklinikum Düsseldorf AöR---Universitätsklinikum Essen AöR---Universitätsklinikum Heidelberg AöR---Universitätsklinikum Köln AöR---Universitätsklinikum Münster AöR---Universitätsklinikum Tübingen AöR---Universitätsklinikum Ulm---Universitätsklinikum des Saarlandes AöR---Universitätsmedizin der Johannes Gutenberg-Universität Mainz,,Hafenplatz 4---Pauwelsstraße 30---Sigmund-Freud-Str. 25---Moorenstr. 5---Hufelandstraße 55---Im Neuenheimer Feld 672---Kerpener Str. 62---Albert-Schweitzer-Campus 1---Geissweg 3---Albert-Einstein-Allee 23---Kirrberger Str. 100---Langenbeckstraße 1,Münster---Aachen---Bonn---Düsseldorf---Essen---Heidlberg---Köln---Münster---Tübingen---Ulm---Homburg---Mainz,48155---52074---53127---40225---45147---69120---50937---48149---72076---89070---66421---55131,,DE,,N,,6,,Health,Y,Y,Y,U,DEA33,Y,K,Y,N,33141000,,M-16a,33141200,Y,,40,0.01,0.01,0.01,N,NIC,,0,M,,Medizinische Anwenderbeurteilung---Preis,10---90,N,40,14038662,1000,,N,N,Johnson & Johnson Medical GmbH,,,Norderstedt,,DE,N,,"Diagnostikkatheter, steuerbar Spiral/ Loop, navigiert/gechipt",2,0,0,0,2,,0.01,0.01,N,19-JAN-22
2018373895,ted.europa.eu/udl?uri=TED:NOTICE:373895-2018:TEXT:EN:HTML,2018,3,27-AUG-18,R209.S3,0,0,N,Jüdische Gemeinde Frankfurt K.d.ö.R.,,Westendstr. 43,Frankfurt am Main,60325,A2   ,DE,DE,N,,8,,Education,N,N,N,W,DE712,N,,N,N,45214000,45214,,42512300---48921000,Y,4,1,11000000,105072.63,105072.63,N,OPE,,0,L,,,,N,1,8921200,,,N,N,Heinz Holl GmbH,,August Horch Straße 18,Cochem – Braunheck,56812,DE,Y,1,Neubau Erweiterung Lichtigfeldschule – Vergabe Bauleistungen – Gebäudeautomatisation Los-Nr. 14,6,6,,,0,,105072.63,105072.63,N,04-MAY-18
2020145525,ted.europa.eu/udl?uri=TED:NOTICE:145525-2020:TEXT:EN:HTML,2020,3,23-MAR-20,R209.S3,0,0,Y,"AOK PLUS – Die Gesundheitskasse für Sachsen und Thüringen---BKK Landesverband Mitte, Regionalvertretung Sachsen und Thüringen---Barmer GEK---DAK Gesundheit---HEK - Hanseatische Krankenkasse---Handelskrankenkasse (hkk)---IKK classic---IKK classic---Kaufmännische Krankenkasse – KKH---Knappschaft, Regionaldirektion Chemnitz---Knappschaft, Regionaldirektion Frankfurt/Main---Sozialversicherung für Landwirtschaft, Forsten und Gartenbau (SVLFG) als Landwirtschaftliche Krankenkasse---Techniker Krankenkasse",,Augustinerstraße 38---Eintrachtweg 19---Lichtscheider Straße 89---Nagelsweg 27–31---Wandsbeker Zollstraße 86–90---Martinistraße 26---Eislebener Straße 1---Tannenstraße 4b---Karl–Wiechert–Allee 61---Jagdschänkenstraße 50---Galvanistraße 31---Weißensteinstraße 70–72---Bramfelder Straße 140,Erfurt---Hannover---Wuppertal---Hamburg---Hamburg---Bremen---Erfurt---Dresden---Hannover---Chemnitz---Frankfurt am Main---Kassel---Hamburg,99084---30173---42285---20097---22041---28195---99096---01099---30625---09117---60486---34131---22305,A2   ,DE,DE,N,,6,,Health,Y,Y,N,U,"DED,DEG",N,A,N,N,33600000,33600,6,33600000,Y,1,18,91,91,91,N,OPE,,0,L,,,,N,91,11364646,6,,N,N,Villié Handelsgesellschaft mbH,,Zum Hospitalgraben 8,Weimar,99425,DE,N,,Wirkstoff Ioversol (ATC nach WHO: V08AB07),1,,,,,,1,1,Y,18-MAR-20
2019376925,ted.europa.eu/udl?uri=TED:NOTICE:376925-2019:TEXT:EN:HTML,2019,3,07-AUG-19,R209.S3,0,0,Y,Gemeinde Brokdorf vertreten durch die Gebäudemanagement Schleswig-Holstein AöR (GMSH)---Gemeinde Elsdorf-Westermühlen vertreten durch die Gebäudemanagement Schleswig-Holstein AöR (GMSH)---Kreis Ostholstein vertreten durch die Gebäudemanagement Schleswig-Holstein AöR (GMSH)---Stadt Schwarzenbek vertreten durch die Gebäudemanagement Schleswig-Holstein AöR (GMSH),,Gartenstraße 6---Gartenstraße 6---Gartenstraße 6---Gartenstraße 6,Kiel---Kiel---Kiel---Kiel,24103---24103---24103---24103,A2   ,DE,DE,N,,6,,Other,Y,Y,Y,U,DEF08,N,,N,N,34144210,34144,9,34144210,Y,1,19,1650000,1400925.61,1400925.61,N,OPE,,0,M,70,"Garantie (Zeitraum über der gesetzlichen Gewährleistungsfrist)---Stützpunkte für Werkstatt, Gewährleistungen und Wartungen",5---25,N,19,10701916,9,,N,N,MAN Truck & Bus Deutschland GmbH,,Edisonstr.44,Kiel,24145,DE,N,9,Fahrgestell HLF 10 Kreis Ostholstein,2,,,,2,,73950,73950,N,11-FEB-19
2020437471,ted.europa.eu/udl?uri=TED:NOTICE:437471-2020:TEXT:EN:HTML,2020,3,14-SEP-20,R209.S3,0,0,N,Stadt Regensburg,,D.-Martin-Luther-Str. 3,Regensburg,93047,A2   ,DE,DE,N,,3,,General public\services,N,N,N,U,DE232,N,,N,N,34144500,34144,,,Y,1,1,269800,269800,269800,N,OPE,,0,L,,,,N,1,11956033,,,N,N,Assmann GmbH,,,Lauffen,,DE,Y,,Lieferung eines Hochdruckspül- und Saugfahrzeugaufbaus,2,,,,,,269800,269800,N,26-AUG-20
2020181911,ted.europa.eu/udl?uri=TED:NOTICE:181911-2020:TEXT:EN:HTML,2020,3,15-APR-20,R209.S3,0,0,N,Friedrich-Loeffler-Institut (FLI),,Südufer 10,Greifswald-Insel Riems,17493,A2   ,DE,DE,N,,1,,Other,Y,N,Y,U,,N,,N,,42931100,42931,,,,4,6,150112.95,150112.95,150112.95,,OPE,,0,,,,,N,3,11430707,10 und 12,,N,N,Faust Lab Science GmbH,,,Hamburg,,DE,Y,,,10,,,,,,16110.22,16110.22,N,15-APR-20
2021391208,ted.europa.eu/udl?uri=TED:NOTICE:391208-2021:TEXT:EN:HTML,2021,3,28-JUL-21,R209.S4,0,0,Y,BARMER---DAK-Gesundheit---HEK - Hanseatische Krankenkasse---KKH - Kaufmännische Krankenkasse---TK - Techniker Krankenkasse---hkk - Handelskrankenkasse,,Axel-Springer-Straße 44---Nagelsweg 27-31---Wandsbeker Zollstraße 86 - 90---Karl-Wiechert-Allee 61---Bramfelder Straße 140---Martinistraße 26,Berlin---Hamburg---Hamburg---Hannover---Hamburg---Bremen,10969---20097---22041---30625---22305---28195,,DE,,N,,6,,Health,Y,Y,N,U,DE,Y,,Y,N,33600000,,026,33600000,N,,231,1,1,1,N,OPE,,0,L,,,,N,231,13245847,26,,N,N,ALIUD Pharma GmbH,,,Laichingen,,DE,N,,026 - DAK / KKH - Piracetam - N06BX03,1,,,,,1,1,1,N,21-DEC-20
2022531481,ted.europa.eu/udl?uri=TED:NOTICE:531481-2022:TEXT:EN:HTML,2022,3,26-SEP-22,R209.S5,0,0,N,Krankenhausverbund Linz / Remagen,,Magdalena-Daemen-Str. 21,Linz,53545,,DE,,N,,8,,Health,N,N,N,W,DEB18,N,,N,N,45215140,,,,Y,,1,360537.92,360537.92,360537.92,N,OPE,,0,L,,,,N,1,14939463,,,N,N,Trumpf MedizinSysteme GmbH & Co. KG,,,Saalfeld,07318,DE,Y,4.090.100,Lieferung und Montage von OP-Tischsystem,3,3,0,0,3,,360537.92,360537.92,N,19-AUG-22
2020423187,ted.europa.eu/udl?uri=TED:NOTICE:423187-2020:TEXT:EN:HTML,2020,3,04-SEP-20,R209.S3,0,0,N,Bundesministerium für Verkehr und digitale Infrastruktur,DE,Robert-Schuman-Platz 1,Bonn,53175,A1   ,DE,DE,N,,1,,Other,N,N,N,S,DEA22,N,,N,N,79823000,79823,,,Y,1,1,3105000,3105000,3105000,N,NOC,,0,L,,,,N,1,11928459,,,N,N,Zeitgeist Media GmbH,,Am Seestern 8,Düsseldorf,40547,DE,Y,2070/RV2,Produktion und Distribution der Verkehrssicherheitsbroschüre 2021/22,1,1,,,,,3105000,3105000,N,02-SEP-20
2020628938,ted.europa.eu/udl?uri=TED:NOTICE:628938-2020:TEXT:EN:HTML,2020,3,21-DEC-20,R209.S3,0,0,N,Technische Universität Kaiserslautern,,"Gottlieb-Daimler-Straße, Geb. 47",Kaiserslautern,67663,A2   ,DE,DE,N,,6,,Education,N,N,N,U,DEB32,Y,K,N,N,15980000,15980,2,15980000---15900000---15911000---15961000---15981000---15982000---15982100---37414700---39295100,Y,4,2,24353.26,24353.26,24353.26,N,OPE,,0,L,,,,N,2,12335972,2,,N,N,Krämer Getränke GmbH & Co.KG,,Erlenweg 10,Alsbach Hähnlein,64665,DE,Y,20203214/1123030,Auftragsvergabe Krämer Getränke GmbH & Co.KG,2,2,0,0,2,,4880.81,4880.81,N,21-DEC-20
