ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
201986241,ted.europa.eu/udl?uri=TED:NOTICE:86241-2019:TEXT:EN:HTML,2019,3,19-FEB-19,R209.S3,0,0,N,Die Republik Österreich (Bund); sowie alle weiteren Auftraggeber gemäß der den Ausschreibungsunterlagen beiliegenden Drittkundenliste; im Vergabeverfahren alle vertreten durch die Bundesbeschaffung GmbH,,Lassallestraße 9b,Wien,1020,,AT,,N,,8,,Other,Y,N,Y,S,,Y,KA,Y,N,90500000,,19,90500000,Y,,28,22500000.0,22500000,22500000,N,OPE,,0,M,70,Arbeitssicherheits- und Gesundheitsmanagementsystem---Umweltmanagementsystem,15---15,N,68,10304810,19,,N,N,DAKA Entsorgungsunternehmen GmbH &amp; Co. KG.,,Bergwerkstraße 20,Schwaz,6130,AT,Y,44,Tirol nicht gefährlicher Abfall,2,1,,,,,1206327,1206327,N,18-DEC-18
2019123854,ted.europa.eu/udl?uri=TED:NOTICE:123854-2019:TEXT:EN:HTML,2019,3,14-MAR-19,R209.S3,0,0,N,Stadt Dornbirn,0,Rathausplatz 2,Dornbirn,6850,,AT,,N,,3,,General public\services,N,N,N,W,,N,,,N,75121000,,,,N,,1,,,,N,OPE,,0,L,,,,N,1,10352232,,PROCUREMENT_DISCONTINUED,N,,,,,,,,,,,,,,,,,,0,,
20192979,ted.europa.eu/udl?uri=TED:NOTICE:2979-2019:TEXT:EN:HTML,2019,3,02-JAN-19,R209.S3,0,0,N,Die Republik Österreich (Bund); sowie Einrichtungen gemäß Auftraggeberliste (Beilage),AT,Lassallestraße 9b,Wien,1020,,AT,,N,,8,,Other,N,N,N,U,,Y,A,Y,N,48000000,,2,48761000,Y,,10,37000000.0,37000000,37000000,N,OPE,,0,L,,,,N,24,10174912,2,,N,N,ectacom GmbH,,Am Europlatz 2,Wien,1120,AT,Y,07,Kaspersky,3,2,,,,,4000000,4000000,N,15-NOV-18
2019556349,ted.europa.eu/udl?uri=TED:NOTICE:556349-2019:TEXT:EN:HTML,2019,3,22-NOV-19,R209.S3,0,0,N,Magistrat der Stadt Wien – Magistratsabteilung 28,0,Lienfeldergasse 96,Wien,1170 Wien,,AT,,N,,3,,General public\services,N,N,N,W,,N,,,N,45000000,,7,45442100,Y,,9,10881867.58,10881867.58,10881867.58,N,OPE,,0,M,950,Verkürzung der Leistungsfrist,50,N,9,10974611,7,,N,N,GESIG Leittechnik GmbH,9110016288345,,Wien,1160,AT,Y,MA28-B-O-175966/18,Straßenbau: Bodenmarkierungsarbeiten in Wien – OG 7,5,5,,,5,991022.8,991022.8,991022.8,N,16-OCT-19
2019362519,ted.europa.eu/udl?uri=TED:NOTICE:362519-2019:TEXT:EN:HTML,2019,3,29-JUL-19,R209.S3,0,0,N,Die Republik Österreich (Bund); die Bundesbeschaffung GmbH; sowie alle weiteren Auftraggeber gemäß der den Ausschreibungsunterlagen beiliegenden Drittkundenliste; im Vergabeverfahren vertreten durch die Bundesbeschaffung GmbH,210220 y,Lassallestraße 9b,Wien,1020,,AT,,N,,8,,Other,Y,N,Y,S,,Y,K,Y,N,98310000,,23,98310000,Y,,30,18130000.0,18130000,18130000,N,OPE,,0,L,,,,N,30,10678211,23,,N,N,Salesianer Miettex GmbH,127441p,Linzer Straße 104-110,Wien,1140,AT,N,23.1,Los T1 - Kitzbühel (exkl. Gemeinde Hochfilzen); Kufstein; Schwaz,1,0,0,0,1,960000,960000,960000,N,23-APR-19
201956656,ted.europa.eu/udl?uri=TED:NOTICE:56656-2019:TEXT:EN:HTML,2019,6,04-FEB-19,R209.S3,0,0,N,ÖBB-Infrastruktur AG,,Praterstern 3,Wien,1020,,AT,,N,,4,,Railway services,N,N,N,U,,Y,K,,N,14212300,,,14212300,N,,1,,,,N,NIC,,0,,,,,N,18,10264993,,,Y,,,,,,,,,4600026909,Herstellung und Lieferung von Oberbauschotter der Körnung I und II,,,,,,,,,Y,18-JAN-19
201999331,ted.europa.eu/udl?uri=TED:NOTICE:99331-2019:TEXT:EN:HTML,2019,6,27-FEB-19,R209.S3,0,0,N,ÖBB-Postbus GmbH,,Am Hauptbahnhof 2,Wien,1100,,AT,,N,,4,,Urban railway; tramway; trolleybus or bus services,N,N,N,S,,N,,,N,60000000,,1,60000000,Y,,3,,,,N,NIC,,0,,,,,N,1,,,,Y,,,,,,,,,,,,,,,,,,,,
2019431592,ted.europa.eu/udl?uri=TED:NOTICE:431592-2019:TEXT:EN:HTML,2019,3,10-SEP-19,R209.S3,0,0,N,Verein Schutzgebietsverwaltung Wildnisgebiet Dürrenstein,,Brandstatt 61,Scheibbs,3270,,AT,,N,,8,,Environment,N,N,N,S,,N,,,N,22900000,,1,45422000---92521100,N,,2,729443.0,729443,729443,N,OPE,,0,M,60.00,Einschlägigkeit Schlüsselperson---Umsetzungskonzept,20.00---20.00,N,2,10781727,1,,N,N,pronatour GmbH,,Erlebnisweg 1,Leobendorf,2100,AT,Y,,Erlebnisinszenierung,3,3,,,3,,713590,713590,N,10-SEP-19
2019162933,ted.europa.eu/udl?uri=TED:NOTICE:162933-2019:TEXT:EN:HTML,2019,3,03-APR-19,R209.S3,0,0,N,Bundesimmobiliengesellschaft m.b.H.,,Anzengrubergasse 6,Graz,8010,,AT,,N,,8,,Other,N,N,N,S,,N,,,N,71520000,,,71520000,N,,1,141000000.0,3013085.15,3013085.15,N,NIC,,0,L,,,,N,1,10399829,,,N,N,Vamed Standortentwicklung und Engineering GmbH.,,Sterngasse 5,Wien,1230,AT,N,,,4,,,,,,3013085.15,3013085.15,N,12-SEP-18
2019611753,ted.europa.eu/udl?uri=TED:NOTICE:611753-2019:TEXT:EN:HTML,2019,3,20-DEC-19,R209.S3,0,0,N,mumok – Museum moderner Kunst Stiftung Ludwig Wien,FN225579i,Museumsplatz 1,Wien,1070,,AT,,N,,6,,Recreation; culture and religion,N,N,N,W,,Y,K,Y,N,39171000,,,,Y,,1,1200000.0,501409.1,501409.1,N,OPE,,0,M,65 %,Anzahl qualifizierter Monteure---Qualität des angebotenen Schlüsselpersonals---Umsetzungskonzept---Verkürzung der Reaktionsfristen bei Notmaßnahmen/Verbesserungen,10 %---10 %---10 %---5 %,N,2,11065438,,,N,N,Artex Museum Services GmbH,374530f,Gorskistraße 17,Wien,1230,AT,N,,Abschluss einer Rahmenvereinbarung über Ausstellungsarchitektur,3,,,,,,233707.2,233707.2,N,20-DEC-19
2019617235,ted.europa.eu/udl?uri=TED:NOTICE:617235-2019:TEXT:EN:HTML,2019,3,20-DEC-19,R209.S3,0,0,N,Energy Community Secretariat,,Am Hof 4 level 5/6,Wien,1010,,AT,,N,,5A,,Other,N,N,N,S,,N,,,N,71314000,,,,N,,1,152700.0,152700,152700,N,OPE,,0,M,70/30,Adequacy of the proposed methodology and work plan in responding to the service specification---Key professional staff qualifications and competence for the assignment---Specific experience of the bidder relevant to the assignment,50---30---20,N,1,11074152,,,N,N,REKK Energiapiaci Tanacsado Kft (REKK),,,Budapest,1116,HU,N,,,1,,,,,,152700,152700,N,05-DEC-19
2019453077,ted.europa.eu/udl?uri=TED:NOTICE:453077-2019:TEXT:EN:HTML,2019,6,25-SEP-19,R209.S3,0,0,N,ÖBB-Infrastruktur AG,,Praterstern 3 Business Center 460,Wien,1020,,AT,,N,,4,,Railway services,N,N,N,W,,N,,,N,45221112,,2,45000000,N,,1,2014381.52,1776275.62,1776275.62,N,OPE,,0,,,,,N,1,,,,Y,,,,,,,,,,,,,,,,,,,,
2019362519,ted.europa.eu/udl?uri=TED:NOTICE:362519-2019:TEXT:EN:HTML,2019,3,29-JUL-19,R209.S3,0,0,N,Die Republik Österreich (Bund); die Bundesbeschaffung GmbH; sowie alle weiteren Auftraggeber gemäß der den Ausschreibungsunterlagen beiliegenden Drittkundenliste; im Vergabeverfahren vertreten durch die Bundesbeschaffung GmbH,210220 y,Lassallestraße 9b,Wien,1020,,AT,,N,,8,,Other,Y,N,Y,S,,Y,K,Y,N,98310000,,22,98310000,Y,,30,18130000.0,18130000,18130000,N,OPE,,0,L,,,,N,30,10678210,22,,N,N,Montana Großwäscherei und Chemischreinigung GmbH,084295p,Gimplach 3,Trofaiach,8793,AT,Y,22.1,Los ST3 - Liezen; Leoben; Bruck-Mürzzuschlag; Murtal; Murau,1,1,0,0,1,2100000,2100000,2100000,N,23-APR-19
2019170112,ted.europa.eu/udl?uri=TED:NOTICE:170112-2019:TEXT:EN:HTML,2019,3,08-APR-19,R209.S3,0,0,N,Die Republik Österreich (Bund); im Vergabeverfahren alle vertreten durch die Bundesbeschaffung GmbH,,Lassallestraße 9b,Wien,1020,,AT,,N,,8,,Other,N,N,N,U,,N,,,N,79340000,,10,79341400---22462000---79341100---79341000,Y,,11,43500000.0,43500000,43500000,N,NIC,,0,L,,,,N,11,10410324,10,,N,N,Russmedia Verlag GmbH,,Gutenbergstraße 1,Schwarzach (Vbg.),6858,AT,Y,10,Vorarlberger Nachrichten,1,1,,,,,900000,900000,N,28-JAN-19
201984165,ted.europa.eu/udl?uri=TED:NOTICE:84165-2019:TEXT:EN:HTML,2019,6,18-FEB-19,R209.S3,0,0,N,RAG Austria AG,0,Schwarzenbergplatz 16,Wien,1010,,AT,,N,,4,,Production; transport and distribution of gas and heat,Y,N,Y,U,,N,,,N,65310000,,,65310000,N,,1,,,,N,NIC,,0,,,,,N,1,10301524,,PROCUREMENT_DISCONTINUED,Y,,,,,,,,,,,,,,,,,,0,,
2019440459,ted.europa.eu/udl?uri=TED:NOTICE:440459-2019:TEXT:EN:HTML,2019,3,16-SEP-19,R209.S3,0,0,N,Vereinigte Bühnen Wien GmbH,,Linke Wienzeile 6,Wien,1060,,AT,,N,,8,,Recreation; culture and religion,N,N,N,U,,N,,,N,45223210,,,45262400---45421000---45422000,N,,1,88620.0,88620,88620,N,OPE,,0,L,,,,N,1,10793047,,,N,N,Deko-bau sp. z o.o.,,Scinawska 1,Lubin,59300,PL,Y,,,5,4,,,5,,88620,88620,N,13-AUG-19
201956656,ted.europa.eu/udl?uri=TED:NOTICE:56656-2019:TEXT:EN:HTML,2019,6,04-FEB-19,R209.S3,0,0,N,ÖBB-Infrastruktur AG,,Praterstern 3,Wien,1020,,AT,,N,,4,,Railway services,N,N,N,U,,Y,K,,N,14212300,,,14212300,N,,1,,,,N,NIC,,0,,,,,N,18,10264984,,,Y,,,,,,,,,4600026897,Herstellung und Lieferung von Oberbauschotter der Körnung I und II,,,,,,,,,Y,18-JAN-19
2019395002,ted.europa.eu/udl?uri=TED:NOTICE:395002-2019:TEXT:EN:HTML,2019,3,19-AUG-19,R209.S3,0,0,N,REPUBLIK ÖSTERREICH vertreten durch den Bundesminister für Landesverteidigung,,Roßauer Lände 1,Wien,1090,,AT,,N,,1,,Defence,N,N,N,S,,N,,,N,45259000,,3,45259200---50410000---50531300---50610000,N,,1,,,,N,OPE,,0,L,,,,N,1,,,,N,,,,,,,,,,,,,,,,,,,,
2019602927,ted.europa.eu/udl?uri=TED:NOTICE:602927-2019:TEXT:EN:HTML,2019,3,18-DEC-19,R209.S3,0,0,N,Republik Österreich vertreten durch den Bundesminister für Landesverteidigung,,Roßauer Lände 1,Wien,1090,,AT,,N,,1,,Defence,N,N,N,U,,N,,,N,18932000,,3,33711640---39227000,N,,5,312360.0,312360,312360,N,OPE,,0,L,,,,N,5,11053301,3,PROCUREMENT_UNSUCCESSFUL,N,,,,,,,,,,Pos. 1.4. Reinigungsset,,,,,,,,0,,
2019359329,ted.europa.eu/udl?uri=TED:NOTICE:359329-2019:TEXT:EN:HTML,2019,3,26-JUL-19,R209.S3,0,0,N,Magistrat der Stadt Wien – Magistratsabteilung 48,9110019694068,Einsiedlergasse 2,Wien,1050,,AT,,N,,3,,Environment,N,N,N,U,,N,,,N,43261100,,,43261100,Y,,1,610000.0,610000,610000,N,OPE,,0,M,80,Folgekosten---Garantie,ca. 10 %---ca. 10 %,N,1,10671890,,,N,N,Zeppelin Österreich GmbH,9110015720389,Zeppelinstraße 2,Fischamend,2401,AT,N,VEAI 250042 2019,Lieferung von 2 St. Radlader,2,,,,2,,610000,610000,N,18-JUL-19
2019376788,ted.europa.eu/udl?uri=TED:NOTICE:376788-2019:TEXT:EN:HTML,2019,3,06-AUG-19,R209.S3,0,0,N,Niederösterreichische Landeskliniken-Holding,,Stattersdorfer Hauptstraße 6/C,St. Pölten,3100,,AT,,N,,6,,Health,N,N,N,U,,N,,,N,33140000,,3,33162000,N,,8,2165000.0,541309,541309,N,OPE,,0,L,,,,Y,8,10701038,3,,N,N,Applied Medical Distribution Europe B. V. Zweigniederlassung Österreich,,Franz-Josef-Straße 15,Salzburg,5020,AT,Y,,Los C Einweg-Trokare nach Hasson mit Ballon,2,2,,,2,,15090,15090,N,25-JUL-19
201979523,ted.europa.eu/udl?uri=TED:NOTICE:79523-2019:TEXT:EN:HTML,2019,3,15-FEB-19,R209.S3,0,0,N,Bundesdenkmalamt,,Hofburg,Wien,1014,,AT,,N,,1,,General public\services,N,N,N,S,,N,,,N,92000000,,,92000000---92522000---92522100---92522200,N,,1,78400.0,78400,78400,N,OPE,,0,M,50,Konzept,50,N,1,10296246,,,N,N,monumentGUTlHarb&amp;Pöll,,Franz-Baumann-Weg 22/48,Innsbruck,6020,AT,Y,,Erfassung von Daten zu archäologischen Fundstellen und Fundplätzen für PB Leibnitz,2,2,,,2,,78400,78400,N,14-FEB-19
2019557618,ted.europa.eu/udl?uri=TED:NOTICE:557618-2019:TEXT:EN:HTML,2019,3,21-NOV-19,R209.S3,0,0,N,Lakeside Science &amp; Technology Park GmbH,,Lakeside B11,Klagenfurt am Wörthersee,9020,,AT,,N,,8,,Economical anf Financial Affairs,N,N,N,S,,N,,,N,71300000,,,,N,,1,59000.0,59000,59000,N,OPE,,0,M,60,Projektreferenzen---Qualität Schlüsselpersonal,15---25,N,1,10977669,,,N,N,Ingenierbüro Sorz,,,Klagenfurt,9020,AT,Y,,Fachplanerkeistung HKLS-Planung Objekt B15 und Parkhaus P1,5,,0,0,5,,59000,59000,N,29-OCT-19
2019169500,ted.europa.eu/udl?uri=TED:NOTICE:169500-2019:TEXT:EN:HTML,2019,3,08-APR-19,R209.S3,0,0,N,Bundesimmobiliengesellschaft m. b. H. Unternehmensbereich Schulen,9110015233841,Trabrennstraße 2 c,Wien,1020,,AT,,N,,8,,Other,N,N,N,W,,N,,,N,45331000,,,,N,,1,36285192.0,459509.49,459509.49,N,OPE,,0,M,,Gesamtpreis---Gewährleistungsfristverlängerung---Reaktionszeit,90 %---5 %---5 %,N,1,10408932,,,N,N,Kieback &amp; Peter Regeltechnik GmbH,9110015955460,Ignaz Köckstraße 9,Wien,1210,AT,Y,4600232473,6020 Innsbruck; Pastorstraße 7; Pädagogische Hochschule Tirol; Sanierung und Erweiterung – MSR-Anlagen,5,2,,,5,,459509.49,459509.49,N,05-APR-19
2019469403,ted.europa.eu/udl?uri=TED:NOTICE:469403-2019:TEXT:EN:HTML,2019,3,02-OCT-19,R209.S3,0,0,N,Autobahnen- und Schnellstraßen-Finanzierungs-Aktiengesellschaft,,z. H. ASFINAG Bau Management GmbH; Modecenterstraße 16 Modecenterstraße 16,Wien,1030,,AT,,N,,6,,Other,N,N,N,S,,N,,,N,71000000,,,,Y,,1,245717.99,245717.99,245717.99,N,OPE,,0,L,,,,N,1,10830402,,,N,N,MAPAG Materialprüfung G. m. b. H. / Baustoffuntersuchung und Umweltanalytik,,,Gumpoldskirchen,,AT,Y,301902832,A04 Ost Autobahn; FSE+INSB Fischamend - Bruck West; Abnahmeprüfungen,4,,,,,,245717.99,245717.99,Y,06-AUG-19
