ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
201917711,ted.europa.eu/udl?uri=TED:NOTICE:17711-2019:TEXT:EN:HTML,2019,18,10-JAN-19,R208.S4,0,0,,Comando Aviazione Esercito,,Strada Toscanese 28,Viterbo,01100,,IT,,,,1,,Defence,,,,S,,N,,,,50650000,,,,,,,1050000.0,1050000,1050000,,NOP,,0,,,,,,1,10200373,,,N,,Piaggio aero industries,,Largo Angelo Fochetti 29,Roma,00154,IT,,Contratto nr. 60,,,,,,,,,,,20-DEC-18
2019545804,ted.europa.eu/udl?uri=TED:NOTICE:545804-2019:TEXT:EN:HTML,2019,18,13-NOV-19,R208.S4,0,0,,Ministero della difesa - Stato Maggiore Esercito - Ufficio Generale C.R.A. «Esercito italiano»,,Via Sforza 4,Roma,00184,,IT,,,,1,,Defence,N,,,U,,N,,,,18130000,,,,,,,1122684.17,1122684.17,1122684.17,N,RES,,0,L,100,,,,6,10957804,,,N,,Catapano S.r.l.,,Zona industriale,Tito (PZ),85050,IT,,274,,1,,,,1,81147,81000.94,81000.94,N,05-SEP-19
2019130829,ted.europa.eu/udl?uri=TED:NOTICE:130829-2019:TEXT:EN:HTML,2019,3,19-MAR-19,R209.S3,0,0,N,A.L.E.R. Milano,,Viale Romagna 26,Milano,20133,,IT,,N,,6,,Other,N,N,N,W,,Y,,,N,45450000,,5,45450000,Y,,2,9090909.09,1652758.38,1652758.38,N,OPE,,0,M,30,Numero di interventi mensili garantiti---Risorse umane messe a disposizione---Tempi di esecuzione,24---34---12,N,2,10361116,5,,N,N,Athanor Consorzio Stabile S.c. a r.l.,,,Bari,,IT,Y,REP. N. 129/2017,CIG: 7308786900,33,,,,,,826297.19,826297.19,N,12-FEB-19
2019363042,ted.europa.eu/udl?uri=TED:NOTICE:363042-2019:TEXT:EN:HTML,2019,6,29-JUL-19,R209.S3,0,0,N,Società Vicentina Trasporti a r.l.,,Viale Milano 78,Vicenza,36100,,IT,,N,,4,,Other,N,N,N,S,,N,,,N,60112000,,4,60112000,Y,,7,,,,N,OPE,,0,L,,,,N,7,10679054,4,PROCUREMENT_DISCONTINUED,N,,,,,,,,,,Sub-affidamento di servizi di T.P.L. settore extraurbano di Vicenza esercizio invernale 2019/2020 — Noventa Vicentina Extraurbano,,,,,,,,0,,
2019249564,ted.europa.eu/udl?uri=TED:NOTICE:249564-2019:TEXT:EN:HTML,2019,3,27-MAY-19,R209.S3,0,0,N,AUSL della Romagna,,Via de Gasperi 8,Ravenna,48121,,IT,,N,,3,,Health,N,N,N,U,,N,,,N,33170000,,12,33170000,N,,73,2208428.61,2208950.61,2208950.61,N,OPE,,0,M,30,caratteristiche tecniche,70,N,73,10519436,12,,N,N,Medtronic Italia spA,,,Milano,,IT,N,12,PROCEDURA APERTA PER LA FORNITURA DI D.M. PER VENTILOTERAPIA (circuiti – filtri – tubi- cannule tracheostomiche - set per tracheostomia) PER I FABBISOGNI DELL’AUSL DELLA ROMAGNA E DELL’IRST,4,,,,,13350,5508,5508,N,14-MAY-19
201995077,ted.europa.eu/udl?uri=TED:NOTICE:95077-2019:TEXT:EN:HTML,2019,3,26-FEB-19,R209.S3,0,0,N,A.li.sa. Azienda Ligure Sanitaria — Sede legale Piazza della Vittoria 15 — I-16121 Genova,,Via G. D&apos;Annunzio 64 — 6° piano,Genova,16121,,IT,,N,,R,,Health,Y,N,Y,U,,N,,,Y,33690000,,7,33690000,N,,88,54429292.48,54429292.48,54429292.48,N,RES,,0,L,,,,N,88,10316052,7,,N,N,MYLAN S.P.A.,,,MILANO,,IT,N,7,Lotto n. 7A - L01XX35 - ANAGRELIDE CLORIDRATO - CAPSULE - 0;5 MG - VEDI CAPITOLATO TECNICO PAR. 1.2,4,,,,,534870.58,74278.8,74278.8,N,20-FEB-19
2019329181,ted.europa.eu/udl?uri=TED:NOTICE:329181-2019:TEXT:EN:HTML,2019,3,10-JUL-19,R209.S3,0,0,N,Azienda sanitaria locale Napoli 2 Nord,,Via Lupoli 27,Frattamaggiore (NA),80027,,IT,,N,,R,,General public\services,N,N,N,U,,Y,,,N,33157000,,19,33157000,N,,19,1989697.0,1860195.18,1860195.18,N,OPE,,0,L,,,,N,19,10625784,19,,N,N,Società Italiana Carburo Ossigeno SpA;,,,SARONNO,,IT,N,19,Lotto 19 CIG 763086984D,10,,,,,,5460,5460,N,11-JUN-19
2019351627,ted.europa.eu/udl?uri=TED:NOTICE:351627-2019:TEXT:EN:HTML,2019,3,23-JUL-19,R209.S3,0,0,N,Dipartimento Stazione Unica Appaltante SUA — RB della Regione Basilicata,,Via Vincenzo Verrastro n. 4,Potenza,85100,,IT,,N,,3,,General public\services,N,N,N,U,,N,,,N,33190000,,67,33190000,N,,118,15719523.0,12627607.5,12627607.5,N,OPE,,0,M,30,tecnico,70,N,118,10660077,67,,N,N,BIO VASCULAR GROUP,,,ROMA,,IT,Y,67,Stent in cromocobalto ricoperto in ePTFE premontato su pallone OTW per il trattamento di coartazione aortica,2,,,,,135000,132000,132000,N,19-MAY-19
201925968,ted.europa.eu/udl?uri=TED:NOTICE:25968-2019:TEXT:EN:HTML,2019,3,14-JAN-19,R209.S3,0,1,N,Regione Autonoma della Sardegna — Direzione Regionale della centrale regionale di committenza — Servizio Forniture e servizi,,Viale Trento 69,Cagliari,09100,,IT,,N,,3,,General public\services,Y,N,Y,U,,N,,Y,N,33600000,,Lotto 402 — V03AF04 CALCIO LEVOFOLINATO FIALE 25 MG FIALA V03AF04 CALCIO LEVOFOLINATOFIALE 100 MG FI,33690000,Y,,399,410342489.39,410342489.39,410342489.39,N,OPE,,0,L,,,,N,451,,,,N,,,,,,,,,,,,,,,,,,,,
201925216,ted.europa.eu/udl?uri=TED:NOTICE:25216-2019:TEXT:EN:HTML,2019,6,14-JAN-19,R209.S3,0,1,N,Rete Ferroviaria Italiana S.p.A.,,Via dello Scalo Prenestino 25,Roma,00159,,IT,,N,,4,,Railway services,N,N,N,S,,N,,,N,50224000,,4,50224000,Y,,19,18668229.0,18668229,18668229,N,RES,,0,M,,economica---tecnici,30---70,N,19,,,,N,,,,,,,,,,,,,,,,,,,,
2019121589,ted.europa.eu/udl?uri=TED:NOTICE:121589-2019:TEXT:EN:HTML,2019,3,12-MAR-19,R209.S3,0,0,N,Azienda Sanitaria Ospedaliera «SS. Antonio e Biagio e C. Arrigo»,,Via S. Caterina da Siena 30,Alessandria,15121,,IT,,N,,3,,Health,N,N,N,U,,N,,,N,38434000,,,38434000,Y,,1,375000.0,341644.95,341644.95,N,OPE,,0,M,30,ponderazione,70,N,1,10349434,1,,N,N,The binding site S.r.l.,,Via Zanica 19,Grassobbio (BG),24050,IT,Y,1,Fornitura di sistema analitico completo per il dosaggio delle proteine specifiche; comprensivo del materiale di consumo e assistenza tecnica; per la S.C. Laboratorio analisi,2,,,,,375000,341644.95,341644.95,N,19-FEB-19
201945557,ted.europa.eu/udl?uri=TED:NOTICE:45557-2019:TEXT:EN:HTML,2019,3,28-JAN-19,R209.S3,0,0,N,A.li.sa. Azienda Ligure Sanitaria — Sede legale Piazza della Vittoria 15 — I-16121 Genova,,Via G. D&apos;Annunzio 64 — 6° piano,Genova,16121,,IT,,N,,R,,Health,Y,N,Y,U,,N,,,N,33692300,,12,33692300,N,,109,58029696.63,58417619.57,58417619.57,N,OPE,,0,L,,,,N,109,10244814,12,,N,N,Abbott s.r.l.,,Viale Giorgio Ribotta n° 9,Roma,00144,IT,N,6952086,Integratore completo ipercalorico; liquido; somministrabile per via orale pronto all’uso cig. 73367258FE,4,,,,,360960,329472,329472,N,28-JAN-19
2019559334,ted.europa.eu/udl?uri=TED:NOTICE:559334-2019:TEXT:EN:HTML,2019,3,22-NOV-19,R209.S3,0,0,N,ARIA S.p.A. — Azienda Regionale per l&apos;Innovazione degli Acquisti S.p.A.,,Via T. Taramelli 26,Milano,20124,,IT,,N,,6,,General public\services,Y,N,Y,U,,N,,,N,33631600,,6,33631600,Y,,89,1095917.39,1095917.39,1095917.39,N,OPE,,0,L,,,,N,89,10981118,6,PROCUREMENT_UNSUCCESSFUL,N,,,,,,,,,6,RODOTTO A BASE DI SALE D’AMMONIO QUATERNARIO IN SOLUZIONE IDROALCOLICA (ETANOLO MIN 65 % P/P) PER L’ANTISEPSI DELLA CUTE E LA PREPARAZIONE DEL CAMPO OPERATORIO - ADDIZIONATA DI COLORANTE BRUNO,,,,,,,,0,,
2019556910,ted.europa.eu/udl?uri=TED:NOTICE:556910-2019:TEXT:EN:HTML,2019,3,20-NOV-19,R209.S3,0,0,N,Regione autonoma della Sardegna — Direzione generale della Centrale regionale di Committenza — Servizio forniture e servizi,,Viale Trento 69,Cagliari,09123,,IT,,N,,3,,General public\services,N,N,N,U,,N,,,N,33692000,,58,33692100,Y,,127,7939161.18,7951419.18,7951419.18,N,OPE,,0,L,,,,N,127,10976254,58,PROCUREMENT_UNSUCCESSFUL,N,,,,,,,,,,,,,,,,,,0,,
2019189040,ted.europa.eu/udl?uri=TED:NOTICE:189040-2019:TEXT:EN:HTML,2019,3,18-APR-19,R209.S3,0,0,N,Comune di Milano — Area Gare Opere Pubbliche,,Via Bernina 12,Milano,20158,,IT,,N,,3,,General public\services,N,N,N,W,,Y,C,Y,N,45454000,,7,45454000,Y,,8,16000000.0,16000000,16000000,N,OPE,,0,M,30,T1) Professionalità assistente del Direttore di cantiere---T2) Personale a supporto - composizione squadre di lavoro---T3) Capacità di lavorare su edifici assimilabili alle destinazioni d&apos;uso istruzione; sanità e ricerca; con presenza di attività---T4) Certificazioni aziendali,25---20---15---10,N,8,10435272,7,,N,N,Multi Manutenzione S.r.l.,,Via Abele Merli 10,Cusano Milanino,20095,IT,Y,6,Accordo quadro n. 39/2017 — accordo quadro con unico operatore economico ai sensi dell'art. 54; comma 3; del D.Lgs. n. 50/2016 per lavori di manutenzione straordinaria; bonifica amianto; messa in sicurezza e adeguamenti normativi in edifici scolastici cittadini ed edifici socio assistenziali — 9 lotti a — lotto 7a di 9 — CUP. B44H14000230004 — C.I.G. 7113921153,28,27,,,,2000000,2000000,2000000,Y,28-MAR-19
2019610294,ted.europa.eu/udl?uri=TED:NOTICE:610294-2019:TEXT:EN:HTML,2019,3,18-DEC-19,R209.S3,0,0,N,S.p.A. Autovie Venete,,Via V. Locchi 19,Trieste,34143,,IT,,N,,6,,Other,N,N,N,S,,N,,,N,66510000,,3,66510000,N,,9,5214578.64,5214578.64,5214578.64,N,COD,,0,M,30,Elemento T.1 — scoperti e franchigie---Elemento T.2 — massimo risarcimento o indennizzo e sotto limiti di risarcimento o indennizzo---Elemento T.3 — tempistiche di esecuzione del servizio---Elemento T.4 — gestione dei sinistri,25---15---20---10,N,9,11064286,3,,N,N,Adapta S.r.l. Agenzia UnipolSai Assicurazioni S.p.A.,,Via del Coroneo 8,Trieste,34133,IT,N,09/18 - S Lotto 2 Ambito B,Ambito B CIG 7940258C2D — copertura assicurativa contro i danni accidentali ai veicoli,1,,,,1,118260,80121.15,80121.15,N,26-NOV-19
2019597973,ted.europa.eu/udl?uri=TED:NOTICE:597973-2019:TEXT:EN:HTML,2019,3,12-DEC-19,R209.S3,0,0,N,CIDIU servizi S.p.A.,,Via Torino 9,Collegno,10093,,IT,,N,,8,,Environment,N,N,N,S,,N,,,N,90510000,,3,90511000,N,,4,2098370.0,2098372,2098372,N,OPE,,0,L,,,,N,4,11044448,3,,N,N,Montello S.p.A.,,Via Fabio Filzi 5,Montello (BG),24060,IT,N,3,CIG: 8062460876 lotto 3 servizio di trasporto e trattamento della frazione organica proveniente da raccolta differenziata CER 20.01.08 a ridotto impatto ambientale D.M. 13.2.2014 - CAM,1,,,,,530000,524593,524593,Y,04-DEC-19
201955168,ted.europa.eu/udl?uri=TED:NOTICE:55168-2019:TEXT:EN:HTML,2019,3,04-FEB-19,R209.S3,0,0,N,Università di Pisa,,Lungarno Pacinotti 43/44,Pisa,56126,,IT,,N,,6,,Education,N,N,N,U,,N,,,N,34221000,,,,Y,,1,,,,Y,OPE,,0,M,25,offerta tecnica,75,N,1,10262836,,PROCUREMENT_UNSUCCESSFUL,N,,,,,,,,,,,,,,,,,,0,,
2019370758,ted.europa.eu/udl?uri=TED:NOTICE:370758-2019:TEXT:EN:HTML,2019,3,01-AUG-19,R209.S3,0,0,N,Unione dei Comuni del Frignano,,Via Giardini 15,Pavullo nel Frignano,41026,,IT,,N,,3,,General public\services,Y,N,Y,S,,N,,,N,66510000,,7,66510000,N,,7,205100.0,157720.84,157720.84,N,OPE,,0,M,30,Varinte offerte,70,N,7,10691942,7,,N,N,AIG Europe S.A Rappresentanza Generale per l’Italia,,Via della Chiusa 2,Milano,,IT,N,7,Polizza RC patrimoniale,1,,,,,22750,19915,19915,N,24-JUN-19
2019326764,ted.europa.eu/udl?uri=TED:NOTICE:326764-2019:TEXT:EN:HTML,2019,3,10-JUL-19,R209.S3,0,0,N,Azienda Sanitaria Locale Barletta – Andria - Trani,,Via Fornaci 201,Andria,76123,,IT,,N,,3,,Health,N,N,N,U,,N,,,N,38434570,,,,N,,1,,,,Y,OPE,,0,M,30,Offerta tecnica,70,N,1,10623045,,PROCUREMENT_DISCONTINUED,N,,,,,,,,,,Fornitura di un sistema di automazione delle fasi di attività di pre-analitica della diagnostica di microbiologia per il Laboratorio HUB di analisi del P.O. di Barletta. Fondi FESR 2014–2020.,,,,,,,,0,,
2019478410,ted.europa.eu/udl?uri=TED:NOTICE:478410-2019:TEXT:EN:HTML,2019,3,08-OCT-19,R209.S3,0,0,N,Regione Lazio — Direzione Regionale Centrale Acquisti — Area 17,,Via Cristoforo Colombo 212,Roma,00145,,IT,,N,,3,,Health,Y,N,Y,U,,N,,,N,33690000,,9,33690000,Y,,44,18471782.94,4768588.88,4768588.88,N,OPE,,0,L,,,,N,44,10842619,9,,N,N,BAUSCH &amp; LOMB IOM SPA,,,Vimodrone (MI),,IT,N,,CEFUROXIMA SODICA FLACONE 50 MG,2,,,,2,360000,246000,246000,N,02-AUG-19
2019181855,ted.europa.eu/udl?uri=TED:NOTICE:181855-2019:TEXT:EN:HTML,2019,6,12-APR-19,R209.S3,0,0,N,Rete Ferroviaria Italiana,Via dello Scalo Prenestino n. 25,00159,Roma,00100,,IT,,N,,4,,Railway services,N,N,N,W,,,K,,,45234115,,,,,,14,53100000.0,19100000,19100000,,RES,,0,,,,,N,14,10426265,22,,N,Y,MEDIFER Società a Responsabilità limitata semplificata (Mandante)---R.T.I. ESPERIA Srl (Capogruppo Mandataria),,sede in Casteldaccia (PA) Via Redipuglia n. 36---sede legale in Paola (CS); Via Sibari n. 13,Palermo---Paola,90014---87027,IT---IT,Y---Y,169/2019,Lotto 22 D.T.P. PALERMO - U.T. PALERMO - CIG 7496224FB9,1,,,,,,1000000,1000000,Y,02-APR-19
2019361672,ted.europa.eu/udl?uri=TED:NOTICE:361672-2019:TEXT:EN:HTML,2019,3,29-JUL-19,R209.S3,0,0,N,AUSL della Romagna,,Via De Gasperi 8,Ravenna,48121,,IT,,N,,3,,Health,N,N,N,U,,N,,,N,38437000,,3,33916000,Y,,15,43200.0,1022094.73,1022094.73,N,OPE,,0,L,,,,N,15,10675416,3,,N,N,Bio-Optica,,,Milano,,IT,Y,3,Lame per autopsia,2,,,,,37650,33558,33558,N,11-JUL-19
201931783,ted.europa.eu/udl?uri=TED:NOTICE:31783-2019:TEXT:EN:HTML,2019,3,18-JAN-19,R209.S3,0,0,N,Ecoambiente S.r.l.,,Viale della Pace 5,Rovigo,45100,,IT,,N,,8,,Environment,N,N,N,S,,N,,,N,90513000,,1,90513000,N,,7,1193875.6,1193875.6,1193875.6,N,OPE,,0,M,30,DISTANZA---IMPATTO ATTIVITA&apos; DELL&apos;IMPIANTO,66---4,N,7,10224007,1,,N,N,FRI-EL Aprilia S.r.l.,,,Bolzano,,IT,N,,,2,,,,,594000,289740,289740,N,09-JAN-19
2019303313,ted.europa.eu/udl?uri=TED:NOTICE:303313-2019:TEXT:EN:HTML,2019,3,26-JUN-19,R209.S3,0,0,N,Istituto Nazionale di Geofisica e Vulcanologia,,Vigna Murata 605,Roma,00143,,IT,,N,,8,,Other,N,N,N,S,,N,,,N,60170000,,,,N,,1,480476.15,480476.15,480476.15,N,OPE,,0,L,,,,N,1,10588620,,,N,N,Leasys S.p.A.,,Corso Agnelli 200,Torino,,IT,N,,Servizio di noleggio a lungo termine e servizi connessi di n. 18 autoveicoli.,2,,2,,0,573770,480476.15,480476.15,N,16-JAN-19
2019529733,ted.europa.eu/udl?uri=TED:NOTICE:529733-2019:TEXT:EN:HTML,2019,3,05-NOV-19,R209.S3,0,0,N,InnovaPuglia S.p.A.,,Str. prov. Casamassima km 3,Valenzano — Bari,70010,,IT,,N,,6,,Other,Y,N,Y,U,,N,,,N,33690000,,,,Y,,1,138194510.19,138194510.19,138194510.19,N,NOC,,0,L,,,,N,17,10933402,,,N,N,Orphan Europe Italy S.r.l.,P.IVA 12736110151,,Italia,,IT,N,15,Appalto specifico per l’acquisizione di farmaci unici; coperti da brevetto; o per la continuità terapeutica per gli enti e le aziende del SSR Puglia – CIG 7690060643,1,,,,1,,533367.84,533367.84,N,30-JAN-19
2019344583,ted.europa.eu/udl?uri=TED:NOTICE:344583-2019:TEXT:EN:HTML,2019,3,19-JUL-19,R209.S3,0,0,Y,Azienda Sanitaria Locale AL---Azienda Sanitaria Locale AT---Azienda Sanitaria Ospedaliera,,Via Venezia 6---Via Conte Verde 125---Via Venezia 16,Alessandria---Asti---Alessandria,15121---14100---15121,,IT,,N,,6,,Health,Y,Y,N,U,,N,,,N,33199000,,3,33199000,Y,,46,1823472.44,1901680.04,1901680.04,N,OPE,,0,M,,30---70,30---70,N,46,10651501,3,,N,N,MEDLINE INTERNATIONAL ITALY SRL,,,SCANDICCI,,IT,Y,,MASCHERINA CHIRURGICA CON ELASTICO,6,,,,,,34200,34200,N,27-JUN-19
